neighbourhood,latitude,longitude,host_since,host_listings_count,host_identity_verified,property_type,room_type,accommodates,beds,price,log_price
Downtown/Civic Center,37.78661,-122.41071,2013-05-12,29,0,Room in hotel,Private room,4,2,180.0,5.198497031265826
Mission,37.75745,-122.4213,2019-10-24,3,1,Entire rental unit,Entire home/apt,4,2,295.0,5.69035945432406
Haight Ashbury,37.76878,-122.45093,2017-02-19,43,1,Shared room in hostel,Shared room,5,3,100.0,4.61512051684126
Western Addition,37.7878,-122.44031,2014-04-16,1,0,Entire condo,Entire home/apt,4,2,295.0,5.69035945432406
North Beach,37.80291,-122.40595,2011-08-18,16,1,Entire condo,Entire home/apt,2,1,110.0,4.709530201312334
Chinatown,37.79587953299946,-122.40817039382686,2020-02-11,9,1,Private room in rental unit,Private room,1,1,58.0,4.07753744390572
Castro/Upper Market,37.75749,-122.43647,2014-03-30,1,1,Entire condo,Entire home/apt,4,3,290.0,5.673323267171493
Downtown/Civic Center,37.78633,-122.40883,2018-02-13,61,1,Room in boutique hotel,Private room,2,1,9999.0,9.210340371976184
Parkside,37.74395,-122.47387,2017-05-20,24,1,Private room in rental unit,Private room,2,1,57.0,4.060443010546419
Mission,37.75264,-122.41135,2013-07-11,3,1,Private room in home,Private room,1,1,100.0,4.61512051684126
Western Addition,37.77327,-122.43686,2021-07-19,7,1,Room in boutique hotel,Private room,2,1,229.0,5.438079308923196
Downtown/Civic Center,37.77811,-122.41624,2013-12-05,2,1,Entire rental unit,Entire home/apt,8,4,151.0,5.0238805208462765
Downtown/Civic Center,37.78225,-122.42375,2012-09-27,1,1,Entire rental unit,Entire home/apt,4,1,260.0,5.564520407322694
South of Market,37.78306,-122.39982,2013-03-21,1,1,Entire condo,Entire home/apt,2,0,110.0,4.709530201312334
Downtown/Civic Center,37.7871,-122.41077,2019-10-18,10,0,Room in hotel,Private room,4,1,330.0,5.802118375377063
Downtown/Civic Center,37.77785,-122.42199,2015-12-24,43,1,Entire rental unit,Entire home/apt,2,1,127.0,4.852030263919617
Downtown/Civic Center,37.78607,-122.4127,2016-06-09,8,0,Private room in hostel,Private room,2,2,77.0,4.356708826689592
Downtown/Civic Center,37.7887376,-122.418455,2016-01-19,1,1,Entire condo,Entire home/apt,3,2,285.0,5.655991810819852
North Beach,37.7999111,-122.4093793,2020-06-22,7,1,Private room in rental unit,Private room,1,1,41.0,3.7376696182833684
Mission,37.75721,-122.41245,2016-03-30,1,1,Entire home,Entire home/apt,5,2,300.0,5.707110264748875
Bernal Heights,37.73916,-122.41246,2010-05-03,1,1,Entire rental unit,Entire home/apt,3,2,192.0,5.262690188904886
South of Market,37.78589,-122.38965,2016-12-16,138,1,Entire rental unit,Entire home/apt,4,2,231.0,5.44673737166631
Russian Hill,37.80004215376712,-122.42342957007725,2012-06-20,2,1,Entire rental unit,Entire home/apt,2,1,99.0,4.605170185988092
Visitacion Valley,37.71974,-122.40413,2013-10-02,6,1,Entire rental unit,Entire home/apt,8,4,595.0,6.39024066706535
Mission,37.7528,-122.41415,2013-09-14,3,1,Private room in rental unit,Private room,2,1,72.0,4.290459441148391
Bayview,37.74444,-122.40408,2012-08-17,1,1,Private room in home,Private room,2,1,95.0,4.564348191467836
Chinatown,37.79199,-122.40664,2016-10-20,4,1,Private room in home,Private room,3,1,176.0,5.176149732573829
Chinatown,37.79206,-122.40817,2014-03-01,6,0,Entire rental unit,Entire home/apt,2,1,95.0,4.564348191467836
Mission,37.76945,-122.42379,2019-06-11,55,1,Private room in rental unit,Private room,2,1,54.0,4.007333185232471
Downtown/Civic Center,37.78382,-122.4117,2012-12-17,154,1,Entire rental unit,Entire home/apt,2,1,78.0,4.3694478524670215
Noe Valley,37.74955,-122.43591,2015-06-22,1,1,Entire rental unit,Entire home/apt,3,2,212.0,5.3612921657094255
South of Market,37.77424,-122.41581,2020-10-13,13,1,Entire rental unit,Entire home/apt,2,1,125.0,4.836281906951478
Potrero Hill,37.76277,-122.40367,2011-11-25,1,0,Entire condo,Entire home/apt,2,1,118.0,4.77912349311153
Russian Hill,37.79727,-122.42344,2016-08-07,1,0,Entire condo,Entire home/apt,2,2,129.0,4.867534450455582
Downtown/Civic Center,37.77897,-122.4232,2019-02-25,8,1,Entire rental unit,Entire home/apt,4,1,200.0,5.303304908059076
Bernal Heights,37.7407,-122.42001,2014-12-10,2,1,Entire home,Entire home/apt,3,2,121.0,4.804021044733257
Glen Park,37.73641,-122.4323,2013-12-20,1,1,Private room in home,Private room,2,1,73.0,4.30406509320417
Bernal Heights,37.73937,-122.4182,2014-12-10,2,1,Entire home,Entire home/apt,2,1,130.0,4.875197323201151
Noe Valley,37.75276,-122.43458,2014-01-13,2,1,Entire rental unit,Entire home/apt,4,2,160.0,5.081404364984463
Potrero Hill,37.75425219053561,-122.39748361440547,2015-01-18,1,1,Entire home,Entire home/apt,6,3,388.0,5.963579343618446
Pacific Heights,37.78946,-122.43538,2012-01-16,1,1,Entire home,Entire home/apt,6,4,500.0,6.2166061010848646
South of Market,37.78777,-122.39138,2021-07-29,32,1,Entire serviced apartment,Entire home/apt,2,1,368.0,5.910796644040527
South of Market,37.78659,-122.3899,2017-08-26,1,1,Entire condo,Entire home/apt,1,1,110.0,4.709530201312334
South of Market,37.78652,-122.39383,2014-10-14,19,1,Entire rental unit,Entire home/apt,3,1,245.0,5.5053315359323625
Outer Richmond,37.77828,-122.4864,2016-06-24,9,1,Private room in home,Private room,1,1,32.0,3.4965075614664802
Mission,37.76555569183105,-122.42130820852503,2023-02-17,5,1,Private room in rental unit,Private room,2,1,500.0,6.2166061010848646
Russian Hill,37.802021,-122.417549,2016-12-06,2,1,Entire rental unit,Entire home/apt,2,1,122.0,4.812184355372417
Bernal Heights,37.74077,-122.4187,2013-12-17,1,1,Entire home,Entire home/apt,6,3,675.0,6.516193076042964
Bernal Heights,37.73798,-122.4145,2013-04-06,1,1,Entire guest suite,Entire home/apt,3,1,200.0,5.303304908059076
South of Market,37.77521,-122.41068,2020-10-08,1,0,Entire loft,Entire home/apt,4,3,350.0,5.860786223465865
Lakeshore,37.73131,-122.48793,2021-08-25,10,1,Private room in home,Private room,2,1,42.0,3.7612001156935624
Potrero Hill,37.76083297128104,-122.40279603250517,2022-11-16,1,1,Entire home,Entire home/apt,2,1,265.0,5.583496308781699
Downtown/Civic Center,37.78624,-122.41586,2012-12-17,154,1,Entire rental unit,Entire home/apt,2,1,88.0,4.48863636973214
Noe Valley,37.75241,-122.43541,2012-06-27,2,1,Entire rental unit,Entire home/apt,4,1,155.0,5.049856007249537
Parkside,37.7401,-122.50589,2017-08-27,1,0,Entire rental unit,Entire home/apt,2,1,145.0,4.983606621708336
Chinatown,37.79227,-122.40803,2014-03-01,6,0,Entire rental unit,Entire home/apt,4,2,100.0,4.61512051684126
Downtown/Civic Center,37.78397,-122.40996,2012-12-17,154,1,Entire rental unit,Entire home/apt,2,1,81.0,4.406719247264253
Russian Hill,37.80125,-122.41439,2014-06-01,3,1,Entire home,Entire home/apt,4,3,120.0,4.795790545596741
South of Market,37.78126945487412,-122.38910805242192,2023-04-26,16,1,Entire serviced apartment,Entire home/apt,2,1,230.0,5.442417710521793
Excelsior,37.725613,-122.409721,2018-07-10,3,1,Private room in home,Private room,4,1,95.0,4.564348191467836
Downtown/Civic Center,37.78467,-122.41474,2012-12-17,154,1,Entire rental unit,Entire home/apt,2,1,81.0,4.406719247264253
Outer Sunset,37.74711,-122.50839,2012-07-09,3,1,Private room in rental unit,Private room,2,1,103.0,4.6443908991413725
Pacific Heights,37.78951,-122.43126,2016-08-07,17,1,Entire rental unit,Entire home/apt,2,1,237.0,5.472270673671475
South of Market,37.7802473,-122.3958055,2016-12-16,138,1,Entire rental unit,Entire home/apt,2,1,168.0,5.1298987149230735
Downtown/Civic Center,37.78597,-122.41036,2012-12-17,154,1,Entire rental unit,Entire home/apt,2,1,81.0,4.406719247264253
Marina,37.80633,-122.43416,2019-05-15,3,1,Entire home,Entire home/apt,6,3,1800.0,7.496097345175956
Nob Hill,37.790598,-122.410225,2016-12-16,138,1,Entire rental unit,Entire home/apt,2,1,209.0,5.3471075307174685
Mission,37.76694,-122.41929,2013-08-08,1,1,Entire rental unit,Entire home/apt,4,3,124.0,4.8283137373023015
Outer Sunset,37.75138,-122.4935,2015-12-03,3,1,Private room in home,Private room,2,1,71.0,4.276666119016055
Castro/Upper Market,37.768598322157615,-122.4357424132211,2011-06-20,1,1,Entire rental unit,Entire home/apt,2,1,158.0,5.0689042022202315
Nob Hill,37.79527,-122.41526,2013-06-01,1,0,Entire rental unit,Entire home/apt,2,1,99.0,4.605170185988092
Pacific Heights,37.79085,-122.43529,2017-04-28,30,1,Entire rental unit,Entire home/apt,2,1,95.0,4.564348191467836
Downtown/Civic Center,37.77944,-122.42347,2012-11-13,2,1,Entire serviced apartment,Entire home/apt,2,1,120.0,4.795790545596741
Marina,37.8017888432313,-122.42650059964768,2021-06-15,9,1,Room in hotel,Private room,2,1,144.0,4.976733742420574
South of Market,37.78425,-122.39254,2012-10-07,2,1,Entire condo,Entire home/apt,2,1,250.0,5.5254529391317835
South of Market,37.77825800000001,-122.4040522,2016-12-16,138,1,Entire rental unit,Entire home/apt,2,1,223.0,5.4116460518550396
Bayview,37.7372,-122.38801,2010-03-19,3,1,Entire home,Entire home/apt,4,2,249.0,5.521460917862246
Russian Hill,37.8026,-122.41622,2013-08-01,5,1,Entire rental unit,Entire home/apt,1,1,89.0,4.499809670330265
Downtown/Civic Center,37.7889904,-122.4127915,2022-10-04,16,1,Entire condo,Entire home/apt,6,3,326.0,5.7899601708972535
Mission,37.76397,-122.41818,2012-12-17,154,1,Entire rental unit,Entire home/apt,2,1,89.0,4.499809670330265
Bernal Heights,37.74735,-122.41016,2017-10-20,1,1,Entire home,Entire home/apt,4,2,175.0,5.170483995038151
Parkside,37.74023818969727,-122.47209167480467,2021-02-23,1,1,Entire home,Entire home/apt,5,3,225.0,5.420534999272286
Castro/Upper Market,37.76006,-122.43424,2013-01-23,1,1,Entire rental unit,Entire home/apt,2,2,205.0,5.327876168789581
Bernal Heights,37.74684,-122.40721,2016-11-30,1,1,Entire guesthouse,Entire home/apt,2,1,90.0,4.51085950651685
Russian Hill,37.80317,-122.41654,2013-08-01,5,1,Entire guest suite,Entire home/apt,1,1,85.0,4.454347296253507
Bernal Heights,37.74656,-122.41047,2012-03-05,1,0,Entire home,Entire home/apt,6,3,575.0,6.3561076606958915
North Beach,37.80031,-122.40334,2016-05-16,1,1,Entire rental unit,Entire home/apt,4,2,300.0,5.707110264748875
Bayview,37.736861,-122.398045,2017-06-29,2,1,Entire rental unit,Entire home/apt,1,1,90.0,4.51085950651685
Mission,37.76755,-122.41866,2012-10-07,2,1,Entire condo,Entire home/apt,4,2,185.0,5.225746673713202
Bernal Heights,37.73915,-122.40851,2015-09-24,4,1,Entire home,Entire home/apt,3,3,250.0,5.5254529391317835
Downtown/Civic Center,37.78749,-122.40976,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,62.0,4.143134726391533
Downtown/Civic Center,37.78747,-122.40821,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,62.0,4.143134726391533
Bernal Heights,37.74094,-122.40896,2015-06-02,4,1,Private room in home,Private room,2,1,120.0,4.795790545596741
Western Addition,37.77539,-122.42634,2013-03-22,1,1,Entire rental unit,Entire home/apt,4,2,250.0,5.5254529391317835
Excelsior,37.72433,-122.43216,2012-04-30,2,1,Entire home,Entire home/apt,6,3,222.0,5.407171771460119
Noe Valley,37.75305,-122.42841,2012-01-31,3,1,Entire loft,Entire home/apt,3,2,140.0,4.948759890378168
Western Addition,37.77159,-122.43103,2015-04-17,1,1,Entire condo,Entire home/apt,2,1,245.0,5.5053315359323625
Downtown/Civic Center,37.78702,-122.40959,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,62.0,4.143134726391533
Downtown/Civic Center,37.7875,-122.409,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,62.0,4.143134726391533
Noe Valley,37.74769,-122.43305,2018-07-17,14,1,Private room in rental unit,Private room,1,1,59.0,4.0943445622221
Downtown/Civic Center,37.78745,-122.40936,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,62.0,4.143134726391533
Western Addition,37.77811,-122.43639,2013-07-02,1,1,Private room in rental unit,Private room,2,1,93.0,4.543294782270004
Downtown/Civic Center,37.78533,-122.40792,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,62.0,4.143134726391533
Downtown/Civic Center,37.78737,-122.40753,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,69.0,4.248495242049359
Downtown/Civic Center,37.78569,-122.40761,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,69.0,4.248495242049359
South of Market,37.78427,-122.4053,2012-12-07,1,1,Shared room in rental unit,Shared room,2,1,177.0,5.181783550292085
Inner Richmond,37.77676,-122.46874,2012-06-10,1,1,Entire rental unit,Entire home/apt,2,1,190.0,5.25227342804663
Bayview,37.73247,-122.38721,2015-10-05,5,1,Private room in home,Private room,2,1,56.0,4.04305126783455
Russian Hill,37.79932,-122.41973,2015-10-05,1,1,Entire rental unit,Entire home/apt,4,2,550.0,6.311734809152915
South of Market,37.77114,-122.42096,2012-05-12,1,1,Entire rental unit,Entire home/apt,4,0,400.0,5.993961427306569
Mission,37.75208,-122.40881,2012-08-04,1,1,Entire guest suite,Entire home/apt,2,1,193.0,5.267858159063328
Mission,37.76077,-122.42561,2015-10-08,4,1,Entire home,Entire home/apt,6,4,370.0,5.916202062607435
Bernal Heights,37.74849,-122.40609,2015-10-11,1,1,Entire rental unit,Entire home/apt,2,1,120.0,4.795790545596741
Outer Sunset,37.75723,-122.50596,2014-05-21,1,1,Entire rental unit,Entire home/apt,2,1,150.0,5.017279836814924
Parkside,37.74289,-122.49003,2015-06-09,4,1,Private room in home,Private room,2,1,66.0,4.204692619390966
Castro/Upper Market,37.75918,-122.43191,2019-01-07,3,1,Private room in condo,Private room,1,1,187.0,5.236441962829949
Pacific Heights,37.78926,-122.44647,2015-10-12,1,1,Entire home,Entire home/apt,10,7,1200.0,7.0909098220799835
Noe Valley,37.75156,-122.43776,2015-10-12,1,1,Entire guest suite,Entire home/apt,2,1,180.0,5.198497031265826
Downtown/Civic Center,37.7895,-122.40912,2021-07-29,32,1,Entire serviced apartment,Entire home/apt,2,1,234.0,5.459585514144159
Mission,37.7535,-122.42215,2015-10-13,3,1,Entire rental unit,Entire home/apt,3,1,99.0,4.605170185988092
Mission,37.75121,-122.40993,2012-03-10,1,1,Private room in home,Private room,1,2,50.0,3.9318256327243257
Castro/Upper Market,37.7624,-122.42661,2015-10-14,2,1,Entire rental unit,Entire home/apt,2,1,214.0,5.3706380281276624
Mission,37.74885,-122.42432,2014-09-11,5,1,Private room in home,Private room,2,1,80.0,4.394449154672439
Haight Ashbury,37.76646,-122.44425,2012-03-11,1,1,Entire guest suite,Entire home/apt,2,1,136.0,4.919980925828125
Pacific Heights,37.78862,-122.44149,2014-04-07,3,1,Private room in home,Private room,2,1,169.0,5.135798437050262
Downtown/Civic Center,37.78689,-122.4094,2013-05-12,29,0,Room in hotel,Private room,4,2,180.0,5.198497031265826
Downtown/Civic Center,37.78676,-122.40914,2013-05-12,29,0,Room in hotel,Private room,4,2,180.0,5.198497031265826
Western Addition,37.78414,-122.44446,2015-10-21,2,1,Entire home,Entire home/apt,4,5,313.0,5.749392985908253
Western Addition,37.77133,-122.43612,2015-10-22,1,1,Private room in rental unit,Private room,2,1,110.0,4.709530201312334
Bernal Heights,37.74131,-122.41179,2011-09-21,1,1,Entire rental unit,Entire home/apt,4,2,149.0,5.0106352940962555
Western Addition,37.77077,-122.43501,2012-12-18,2,1,Private room in townhouse,Private room,2,1,147.0,4.997212273764115
Twin Peaks,37.75496,-122.44326,2016-01-16,2,0,Entire guesthouse,Entire home/apt,2,1,295.0,5.69035945432406
Mission,37.76015,-122.42098,2012-01-08,1,1,Entire rental unit,Entire home/apt,4,2,385.0,5.955837369464831
Parkside,37.73864,-122.50042,2015-10-24,1,1,Entire home,Entire home/apt,6,3,84.0,4.442651256490317
Bernal Heights,37.73812,-122.41807,2011-06-09,1,1,Entire condo,Entire home/apt,4,2,212.0,5.3612921657094255
Ocean View,37.72034,-122.46745,2012-03-30,1,1,Private room in home,Private room,2,1,56.0,4.04305126783455
Inner Sunset,37.75515,-122.46962,2013-11-13,1,1,Entire guesthouse,Entire home/apt,1,1,95.0,4.564348191467836
South of Market,37.77828,-122.39755,2013-12-23,1,1,Entire condo,Entire home/apt,2,1,300.0,5.707110264748875
West of Twin Peaks,37.74331,-122.4561,2012-04-05,1,1,Entire home,Entire home/apt,6,4,695.0,6.54534966033442
Downtown/Civic Center,37.77864,-122.42226,2015-10-26,27,1,Room in boutique hotel,Private room,2,1,213.0,5.365976015021851
Noe Valley,37.75213,-122.42713,2012-06-13,1,1,Private room in rental unit,Private room,1,1,48.0,3.8918202981106265
Mission,37.75528,-122.40991,2011-06-26,2,1,Private room in rental unit,Private room,4,1,325.0,5.786897381366708
Inner Richmond,37.78716,-122.46396,2017-04-28,30,1,Entire rental unit,Entire home/apt,2,1,106.0,4.672828834461906
Ocean View,37.72011,-122.46662,2011-10-12,2,1,Private room in home,Private room,1,1,37.0,3.6375861597263857
Noe Valley,37.7488,-122.44064,2011-11-04,1,0,Entire rental unit,Entire home/apt,5,2,300.0,5.707110264748875
Mission,37.75686,-122.41019,2012-02-19,5,1,Entire rental unit,Entire home/apt,3,3,120.0,4.795790545596741
Downtown/Civic Center,37.78136,-122.42112,2011-10-06,28,1,Entire rental unit,Entire home/apt,2,1,100.0,4.61512051684126
Bernal Heights,37.74617,-122.41591,2012-07-31,1,1,Entire home,Entire home/apt,6,4,269.0,5.598421958998375
Western Addition,37.77528,-122.42706,2012-04-22,1,1,Entire rental unit,Entire home/apt,2,1,150.0,5.017279836814924
Excelsior,37.73074,-122.40882,2013-08-29,1,1,Entire rental unit,Entire home/apt,6,4,135.0,4.912654885736052
Downtown/Civic Center,37.78533,-122.4094,2014-06-20,45,0,Room in boutique hotel,Private room,2,1,69.0,4.248495242049359
Excelsior,37.72729,-122.42926,2012-11-26,2,1,Private room in home,Private room,2,1,110.0,4.709530201312334
Noe Valley,37.74509,-122.43105,2012-11-25,1,1,Entire rental unit,Entire home/apt,2,1,220.0,5.3981627015177525
Excelsior,37.72626,-122.43233,2014-11-24,5,1,Private room in home,Private room,1,1,77.0,4.356708826689592
Mission,37.75969,-122.40707,2011-06-24,2,1,Entire rental unit,Entire home/apt,3,3,175.0,5.170483995038151
Castro/Upper Market,37.76067,-122.43224,2019-01-07,3,1,Entire home,Entire home/apt,2,2,299.0,5.703782474656201
South of Market,37.78845,-122.39198,2014-10-14,19,1,Entire rental unit,Entire home/apt,5,3,295.0,5.69035945432406
South of Market,37.77704,-122.41661,2014-10-14,19,1,Entire rental unit,Entire home/apt,3,1,235.0,5.4638318050256105
South of Market,37.78647,-122.39386,2014-10-14,19,1,Entire rental unit,Entire home/apt,5,2,325.0,5.786897381366708
Haight Ashbury,37.76933691422567,-122.44802255440943,2011-03-08,1,1,Entire rental unit,Entire home/apt,4,3,217.0,5.384495062789089
South of Market,37.78832,-122.3919,2014-10-14,19,1,Entire rental unit,Entire home/apt,5,2,295.0,5.69035945432406
Twin Peaks,37.75357,-122.44346,2013-09-14,1,1,Entire guest suite,Entire home/apt,2,1,150.0,5.017279836814924
Castro/Upper Market,37.75953,-122.44444,2016-10-11,1,1,Entire rental unit,Entire home/apt,2,2,550.0,6.311734809152915
Presidio Heights,37.78435,-122.44921,2016-07-26,2,1,Entire townhouse,Entire home/apt,6,4,375.0,5.929589143389895
Castro/Upper Market,37.7586,-122.44153,2012-05-29,1,1,Entire guest suite,Entire home/apt,4,1,215.0,5.375278407684165
Outer Richmond,37.7867,-122.47942,2016-08-23,3,1,Entire rental unit,Entire home/apt,4,2,158.0,5.0689042022202315
Haight Ashbury,37.772952248661504,-122.43780213268428,2019-02-13,2,0,Entire vacation home,Entire home/apt,3,3,154.0,5.043425116919247
